HS Code,ID,Rate
2204299020,ID-01,40.00%
2204299020,ASD05,US$1 per litre
2204299020,GCT 06,15%
2204299020,EXC023,-
2204299020,SCTA08,-
2204299020,SCTS18,"J$ 1,230 per LPA"
2204299020,SCTF028,-
2204299020,SCF90,0.30%
2204299020,ENVL20,0.50%
2204300000,ID-01,20.00%
2204300000,ASD05,US$1 per litre
2204300000,GCT 06,15%
2204300000,EXC023,-
2204300000,SCTA08,-
2204300000,SCTS18,"J$ 1,230 per LPA"
2204300000,SCTF028,-
2204300000,SCF90,0.30%
2204300000,ENVL20,0.50%
2205100010,ID-01,40.00%
2205100010,ASD05,34.0000%
2205100010,GCT 06,15%
2205100010,EXC023,-
2205100010,SCTA08,-
2205100010,SCTS18,"J$ 1,230 per LPA"
2205100010,SCTF028,-
2205100010,SCF90,0.30%
2205100010,ENVL20,0.50%
2205100020,ID-01,40.00%
2205100020,ASD05,34.0000%
2205100020,GCT 06,15%
2205100020,EXC023,-
2205100020,SCTA08,-
2205100020,SCTS18,"J$ 1,230 per LPA"
2205100020,SCTF028,-
2205100020,SCF90,0.30%
2205100020,ENVL20,0.50%
2205900010,ID-01,40.00%
2205900010,ASD05,34.0000%
2205900010,GCT 06,15%
2205900010,EXC023,-
2205900010,SCTA08,-
2205900010,SCTS18,"J$ 1,230 per LPA"
2205900010,SCTF028,-
2205900010,SCF90,0.30%
2205900010,ENVL20,0.50%
2205900020,ID-01,40.00%
2205900020,ASD05,34.0000%
2205900020,GCT 06,15%
2205900020,EXC023,-
2205900020,SCTA08,-
2205900020,SCTS18,"J$ 1,230 per LPA"
2205900020,SCTF028,-
2205900020,SCF90,0.30%
2205900020,ENVL20,0.50%
2206001010,ID-01,40.00%
2206001010,ASD05,34.0000%
2206001010,GCT 06,15%
2206001010,EXC023,-
2206001010,SCTS18,"J$ 1,230 per LPA"
2206001010,SCTF028,-
2206001010,SCF90,0.30%
2206001010,ENVL20,0.50%
2206001020,ID-01,40.00%
2206001020,ASD05,34.0000%
2206001020,GCT 06,15%
2206001020,EXC023,-
2206001020,SCTS18,"J$ 1,230 per LPA"
2206001020,SCTF028,-
2206001020,SCF90,0.30%
2206001020,ENVL20,0.50%
2206009000,ID-01,40.00%
2206009000,ASD05,34.0000%
2206009000,GCT 06,15%
2206009000,EXC023,-
2206009000,SCTS18,"J$ 1,230 per LPA"
2206009000,SCTF028,-
2206009000,SCF90,0.30%
2206009000,ENVL20,0.50%
2207101000,No data,No data
2207101010,ID-01,0.00%
2207101010,ASD05,-
2207101010,GCT 06,15%
2207101010,EXC023,-
2207101010,SCTA08,10.00%
2207101010,SCTS18,$16.32 per litre
2207101010,SCTF028,-
2207101010,SCF90,0.30%
2207101010,ENVL20,0.50%
2207101090,ID-01,40.00%
2207101090,ASD05,-
2207101090,GCT 06,15%
2207101090,EXC023,-
2207101090,SCTF028,-
2207101090,SCF90,0.30%
2207101090,ENVL20,0.50%
2207109000,ID-01,40.00%
2207109000,ASD05,35.0000%
2207109000,GCT 06,15%
2207109000,EXC023,-
2207109000,SCTA08,-
2207109000,SCTS18,"J$ 1,230 per LPA"
2207109000,SCTF028,-
2207109000,SCF90,0.30%
2207109000,ENVL20,0.50%
2207201000,No data,No data
2207201010,ID-01,0.00%
2207201010,ASD05,-
2207201010,GCT 06,15%
2207201010,EXC023,-
2207201010,SCTA08,10.00%
2207201010,SCTS18,$16.32 per litre
2207201010,SCTF028,-
2207201010,SCF90,0.30%
2207201010,ENVL20,0.50%
2207201090,ID-01,40.00%
2207201090,ASD05,-
2207201090,GCT 06,15%
2207201090,EXC023,-
2207201090,SCTF028,-
2207201090,SCF90,0.30%
2207201090,ENVL20,0.50%
2207209000,ID-01,30.00%
2207209000,ASD05,-
2207209000,GCT 06,15%
2207209000,EXC023,-
2207209000,SCTA08,-
2207209000,SCTS18,-
2207209000,SCTF028,-
2207209000,SCF90,0.30%
2207209000,ENVL20,0.50%
2208201000,No data,No data
2208201010,ID-01,40.00%
2208201010,ASD05,35.0000%
2208201010,GCT 06,15%
2208201010,EXC023,-
2208201010,SCTA08,-
2208201010,SCTS18,"J$ 1,230 per LPA"
2208201010,SCTF028,-
2208201010,SCF90,0.30%
2208201010,ENVL20,0.50%
2208201020,ID-01,40.00%
2208201020,ASD05,35.0000%
2208201020,GCT 06,15%
2208201020,EXC023,-
2208201020,SCTA08,-
2208201020,SCTS18,"J$ 1,230 per LPA"
2208201020,SCTF028,-
2208201020,SCF90,0.30%
2208201020,ENVL20,0.50%
2208209000,No data,No data
2208209010,ID-01,40.00%
2208209010,ASD05,35.0000%
2208209010,GCT 06,15%
2208209010,EXC023,-
2208209010,SCTA08,-
2208209010,SCTS18,"J$ 1,230 per LPA"
2208209010,SCTF028,-
2208209010,SCF90,0.30%
2208209010,ENVL20,0.50%
2208209020,ID-01,40.00%
2208209020,ASD05,35.0000%
2208209020,GCT 06,15%
2208209020,EXC023,-
2208209020,SCTA08,-
2208209020,SCTS18,"J$ 1,230 per LPA"
2208209020,SCTF028,-
2208209020,SCF90,0.30%
2208209020,ENVL20,0.50%
2208209030,ID-01,40.00%
2208209030,ASD05,35.0000%
2208209030,GCT 06,15%
2208209030,EXC023,-
2208209030,SCTA08,-
2208209030,SCTS18,"J$ 1,230 per LPA"
2208209030,SCF90,0.30%
2208209030,ENVL20,0.50%
2208209090,ID-01,40.00%
2208209090,ASD05,35.0000%
2208209090,GCT 06,15%
2208209090,EXC023,-
2208209090,SCTA08,-
2208209090,SCTS18,"J$ 1,230 per LPA"
2208209090,SCF90,0.30%
2208209090,ENVL20,0.50%
2208301000,No data,No data
2208301010,ID-01,40.00%
2208301010,ASD05,35.0000%
2208301010,GCT 06,15%
2208301010,EXC023,-
2208301010,SCTA08,-
2208301010,SCTS18,"J$ 1,230 per LPA"
2208301010,SCTF028,-
2208301010,SCF90,0.30%
2208301010,ENVL20,0.50%
2208301020,ID-01,40.00%
2208301020,ASD05,35.0000%
2208301020,GCT 06,15%
2208301020,EXC023,-
2208301020,SCTA08,-
2208301020,SCTS18,"J$ 1,230 per LPA"
2208301020,SCTF028,-
2208301020,SCF90,0.30%
2208301020,ENVL20,0.50%
2208309000,No data,No data
2208309010,ID-01,40.00%
2208309010,ASD05,35.0000%
2208309010,GCT 06,15%
2208309010,EXC023,-
2208309010,SCTA08,-
2208309010,SCTS18,"J$ 1,230 per LPA"
2208309010,SCTF028,-
2208309010,SCF90,0.30%
2208309010,ENVL20,0.50%
2208309020,ID-01,40.00%
2208309020,ASD05,35.0000%
2208309020,GCT 06,15%
2208309020,EXC023,-
2208309020,SCTA08,-
2208309020,SCTS18,"J$ 1,230 per LPA"
2208309020,SCTF028,-
2208309020,SCF90,0.30%
2208309020,ENVL20,0.50%
2208309030,ID-01,40.00%
2208309030,ASD05,35.0000%
2208309030,GCT 06,15%
2208309030,EXC023,-
2208309030,SCTA08,-
2208309030,SCTS18,"J$ 1,230 per LPA"
2208309030,SCTF028,-
2208309030,SCF90,0.30%
2208309030,ENVL20,0.50%
2208309090,ID-01,40.00%
2208309090,ASD05,35.0000%
2208309090,GCT 06,15%
2208309090,EXC023,-
2208309090,SCTA08,-
2208309090,SCTS18,"J$ 1,230 per LPA"
2208309090,SCTF028,-
2208309090,SCF90,0.30%
2208309090,ENVL20,0.50%
2208401000,No data,No data
2208401010,ID-01,40.00%
2208401010,ASD05,35.0000%
2208401010,GCT 06,15%
2208401010,EXC023,-
2208401010,SCTA08,-
2208401010,SCTS18,"J$ 1,230 per LPA"
2208401010,SCTF028,-
2208401010,SCF90,0.30%
2208401010,ENVL20,0.50%
2208401020,ID-01,40.00%
2208401020,ASD05,35.0000%
2208401020,GCT 06,15%
2208401020,EXC023,-
2208401020,SCTA08,-
2208401020,SCTS18,"J$ 1,230 per LPA"
2208401020,SCTF028,-
2208401020,SCF90,0.30%
2208401020,ENVL20,0.50%
2208401030,ID-01,40.00%
2208401030,ASD05,35.0000%
2208401030,GCT 06,15%
2208401030,EXC023,-
2208401030,SCTA08,-
2208401030,SCTS18,"J$ 1,230 per LPA"
2208401030,SCTF028,-
2208401030,SCF90,0.30%
2208401030,ENVL20,0.50%
2208401090,ID-01,40.00%
2208401090,ASD05,35.0000%
2208401090,GCT 06,15%
2208401090,EXC023,-
2208401090,SCTA08,-
2208401090,SCTS18,"J$ 1,230 per LPA"
2208401090,SCTF028,-
2208401090,SCF90,0.30%
2208401090,ENVL20,0.50%
2208409000,No data,No data
2208409010,ID-01,40.00%
2208409010,ASD05,35.0000%
2208409010,GCT 06,15%
2208409010,EXC023,-
2208409010,SCTA08,-
2208409010,SCTS18,"J$ 1,230 per LPA"
2208409010,SCTF028,-
2208409010,SCF90,0.30%
2208409010,ENVL20,0.50%
2208409020,ID-01,40.00%
2208409020,ASD05,35.0000%
2208409020,GCT 06,15%
2208409020,EXC023,-
2208409020,SCTA08,-
2208409020,SCTS18,"J$ 1,230 per LPA"
2208409020,SCTF028,-
2208409020,SCF90,0.30%
2208409020,ENVL20,0.50%
2208409030,ID-01,40.00%
2208409030,ASD05,35.0000%
2208409030,GCT 06,15%
2208409030,EXC023,-
2208409030,SCTA08,-
2208409030,SCTS18,"J$ 1,230 per LPA"
2208409030,SCTF028,-
2208409030,SCF90,0.30%
2208409030,ENVL20,0.50%
2208409040,ID-01,40.00%
2208409040,ASD05,35.0000%
2208409040,GCT 06,15%
2208409040,EXC023,-
2208409040,SCTA08,-
2208409040,SCTS18,"J$ 1,230 per LPA"
2208409040,SCTF028,-
2208409040,SCF90,0.30%
2208409040,ENVL20,0.50%
2208409090,ID-01,40.00%
2208409090,ASD05,35.0000%
2208409090,GCT 06,15%
2208409090,EXC023,-
2208409090,SCTA08,-
2208409090,SCTS18,"J$ 1,230 per LPA"
2208409090,SCTF028,-
2208409090,SCF90,0.30%
2208409090,ENVL20,0.50%
2208501000,No data,No data
2208501010,ID-01,40.00%
2208501010,ASD05,35.0000%
2208501010,GCT 06,15%
2208501010,EXC023,-
2208501010,SCTA08,-
2208501010,SCTS18,"J$ 1,230 per LPA"
2208501010,SCTF028,-
2208501010,SCF90,0.30%
2208501010,ENVL20,0.50%
2208501020,ID-01,40.00%
2208501020,ASD05,35.0000%
2208501020,GCT 06,15%
2208501020,EXC023,-
2208501020,SCTA08,-
2208501020,SCTS18,"J$ 1,230 per LPA"
2208501020,SCTF028,-
2208501020,SCF90,0.30%
2208501020,ENVL20,0.50%
2208501030,ID-01,40.00%
2208501030,ASD05,35.0000%
2208501030,GCT 06,15%
2208501030,EXC023,-
2208501030,SCTA08,-
2208501030,SCTS18,"J$ 1,230 per LPA"
2208501030,SCTF028,-
2208501030,SCF90,0.30%
2208501030,ENVL20,0.50%
2208501090,ID-01,40.00%
2208501090,ASD05,35.0000%
2208501090,GCT 06,15%
2208501090,EXC023,-
2208501090,SCTA08,-
2208501090,SCTS18,"J$ 1,230 per LPA"
2208501090,SCTF028,-
2208501090,SCF90,0.30%
2208501090,ENVL20,0.50%
2208509000,No data,No data
2208509010,ID-01,40.00%
2208509010,ASD05,35.0000%
2208509010,GCT 06,15%
2208509010,EXC023,-
2208509010,SCTA08,-
2208509010,SCTS18,"J$ 1,230 per LPA"
2208509010,SCTF028,-
2208509010,SCF90,0.30%
2208509010,ENVL20,0.50%
2208509020,ID-01,40.00%
2208509020,ASD05,35.0000%
2208509020,GCT 06,15%
2208509020,EXC023,-
2208509020,SCTA08,-
2208509020,SCTS18,"J$ 1,230 per LPA"
2208509020,SCTF028,-
2208509020,SCF90,0.30%
2208509020,ENVL20,0.50%
2208509030,ID-01,40.00%
2208509030,ASD05,35.0000%
2208509030,GCT 06,15%
2208509030,EXC023,-
2208509030,SCTA08,-
2208509030,SCTS18,"J$ 1,230 per LPA"
2208509030,SCTF028,-
2208509030,SCF90,0.30%
2208509030,ENVL20,0.50%
2208509090,ID-01,40.00%
2208509090,ASD05,35.0000%
2208509090,GCT 06,15%
2208509090,EXC023,-
2208509090,SCTA08,-
2208509090,SCTS18,"J$ 1,230 per LPA"
2208509090,SCTF028,-
2208509090,SCF90,0.30%
2208509090,ENVL20,0.50%
2208600010,ID-01,40.00%
2208600010,ASD05,35.0000%
2208600010,GCT 06,15%
2208600010,EXC023,-
2208600010,SCTA08,-
2208600010,SCTS18,"J$ 1,230 per LPA"
2208600010,SCTF028,-
2208600010,SCF90,0.30%
2208600010,ENVL20,0.50%
2208600020,ID-01,40.00%
2208600020,ASD05,35.0000%
2208600020,GCT 06,15%
2208600020,EXC023,-
2208600020,SCTA08,-
2208600020,SCTS18,"J$ 1,230 per LPA"
2208600020,SCTF028,-
2208600020,SCF90,0.30%
2208600020,ENVL20,0.50%
2208600030,ID-01,40.00%
2208600030,ASD05,35.0000%
2208600030,GCT 06,15%
2208600030,EXC023,-
2208600030,SCTA08,-
2208600030,SCTS18,"J$ 1,230 per LPA"
2208600030,SCTF028,-
2208600030,SCF90,0.30%
2208600030,ENVL20,0.50%
2208600040,ID-01,40.00%
2208600040,ASD05,35.0000%
2208600040,GCT 06,15%
2208600040,EXC023,-
2208600040,SCTA08,-
2208600040,SCTS18,"J$ 1,230 per LPA"
2208600040,SCTF028,-
2208600040,SCF90,0.30%
2208600040,ENVL20,0.50%
2208600050,ID-01,40.00%
2208600050,ASD05,35.0000%
2208600050,GCT 06,15%
2208600050,EXC023,-
2208600050,SCTA08,-
2208600050,SCTS18,"J$ 1,230 per LPA"
2208600050,SCTF028,-
2208600050,SCF90,0.30%
2208600050,ENVL20,0.50%
2208600090,ID-01,40.00%
2208600090,ASD05,35.0000%
2208600090,GCT 06,15%
2208600090,EXC023,-
2208600090,SCTA08,-
2208600090,SCTS18,"J$ 1,230 per LPA"
2208600090,SCTF028,-
2208600090,SCF90,0.30%
2208600090,ENVL20,0.50%
2208700010,ID-01,40.00%
2208700010,ASD05,US$1 per litre
2208700010,GCT 06,15%
2208700010,EXC023,-
2208700010,SCTA08,-
2208700010,SCTS18,"J$ 1,230 per LPA"
2208700010,SCTF028,-
2208700010,SCF90,0.30%
2208700010,ENVL20,0.50%
2208700020,ID-01,40.00%
2208700020,ASD05,US$1 per litre
2208700020,GCT 06,15%
2208700020,EXC023,-
2208700020,SCTA08,-
2208700020,SCTS18,"J$ 1,230 per LPA"
2208700020,SCTF028,-
2208700020,SCF90,0.30%
2208700020,ENVL20,0.50%
2208900010,ID-01,40.00%
2208900010,ASD05,35.0000%
2208900010,GCT 06,15%
2208900010,EXC023,-
2208900010,SCTA08,-
2208900010,SCTS18,"J$ 1,230 per LPA"
2208900010,SCTF028,-
2208900010,SCF90,0.30%
2208900010,ENVL20,0.50%
2208900020,ID-01,40.00%
2208900020,ASD05,35.0000%
2208900020,GCT 06,15%
2208900020,EXC023,-
2208900020,SCTA08,-
2208900020,SCTS18,"J$ 1,230 per LPA"
2208900020,SCTF028,-
2208900020,SCF90,0.30%
2208900020,ENVL20,0.50%
2208900030,ID-01,40.00%
2208900030,ASD05,35.0000%
2208900030,GCT 06,15%
2208900030,EXC023,-
2208900030,SCTA08,-
2208900030,SCTS18,"J$ 1,230 per LPA"
2208900030,SCTF028,-
2208900030,SCF90,0.30%
2208900030,ENVL20,0.50%
2208900040,ID-01,40.00%
2208900040,ASD05,35.0000%
2208900040,GCT 06,15%
2208900040,EXC023,-
2208900040,SCTA08,-
2208900040,SCTS18,"J$ 1,230 per LPA"
2208900040,SCTF028,-
2208900040,SCF90,0.30%
2208900040,ENVL20,0.50%
2208900050,ID-01,40.00%
2208900050,ASD05,35.0000%
2208900050,GCT 06,15%
2208900050,EXC023,-
2208900050,SCTA08,-
2208900050,SCTS18,"J$ 1,230 per LPA"
2208900050,SCTF028,-
2208900050,SCF90,0.30%
2208900050,ENVL20,0.50%
2208900060,ID-01,40.00%
2208900060,ASD05,35.0000%
2208900060,GCT 06,15%
2208900060,EXC023,-
2208900060,SCTA08,-
2208900060,SCTS18,"J$ 1,230 per LPA"
2208900060,SCTF028,-
2208900060,SCF90,0.30%
2208900060,ENVL20,0.50%
2208900070,ID-01,40.00%
2208900070,ASD05,35.0000%
2208900070,GCT 06,15%
2208900070,EXC023,-
2208900070,SCTA08,-
2208900070,SCTS18,"J$ 1,230 per LPA"
2208900070,SCTF028,-
2208900070,SCF90,0.30%
2208900070,ENVL20,0.50%
2208900090,ID-01,40.00%
2208900090,ASD05,35.0000%
2208900090,GCT 06,15%
2208900090,SCTA08,-
2208900090,SCTS18,"J$ 1,230 per LPA"
2208900090,SCTF028,-
2208900090,SCF90,0.30%
2208900090,ENVL20,0.50%
2209000000,ID-01,20.00%
2209000000,ASD05,-
2209000000,GCT 06,15%
2209000000,EXC023,-
2209000000,SCTA08,-
2209000000,SCTS18,-
2209000000,SCTF028,-
2209000000,SCF90,0.30%
2209000000,ENVL20,0.50%
2301100010,ID-01,0.00%
2301100010,ASD05,70.0000%
2301100010,GCT 06,15%
2301100010,EXC023,-
2301100010,SCTA08,-
2301100010,SCTS18,-
2301100010,SCTF028,-
2301100010,SCF90,-
2301100010,ENVL20,0.50%
2301100020,ID-01,0.00%
2301100020,ASD05,-
2301100020,GCT 06,15%
2301100020,EXC023,-
2301100020,SCTA08,-
2301100020,SCTS18,-
2301100020,SCTF028,-
2301100020,SCF90,-
2301100020,ENVL20,0.50%
2301200000,ID-01,0.00%
2301200000,ASD05,-
2301200000,GCT 06,15%
2301200000,EXC023,-
2301200000,SCTA08,-
2301200000,SCTS18,-
2301200000,SCTF028,-
2301200000,SCF90,-
2301200000,ENVL20,0.50%
2302100000,ID-01,0.00%
2302100000,ASD05,-
2302100000,GCT 06,15%
2302100000,EXC023,-
2302100000,SCTA08,-
2302100000,SCTS18,-
2302100000,SCTF028,-
2302100000,SCF90,-
2302100000,ENVL20,0.50%
2302300000,ID-01,0.00%
2302300000,ASD05,-
2302300000,GCT 06,15%
2302300000,EXC023,-
2302300000,SCTA08,-
2302300000,SCTS18,-
2302300000,SCTF028,-
2302300000,SCF90,-
2302300000,ENVL20,0.50%
2302401000,ID-01,0.00%
2302401000,ASD05,-
2302401000,GCT 06,15%
2302401000,EXC023,-
2302401000,SCTA08,-
2302401000,SCTS18,-
2302401000,SCTF028,-
2302401000,SCF90,-
2302401000,ENVL20,0.50%
2302409000,ID-01,0.00%
2302409000,ASD05,-
2302409000,GCT 06,15%
2302409000,EXC023,-
2302409000,SCTA08,-
2302409000,SCTS18,-
2302409000,SCTF028,-
2302409000,SCF90,-
2302409000,ENVL20,0.50%
2302500000,ID-01,0.00%
2302500000,ASD05,-
2302500000,GCT 06,15%
2302500000,EXC023,-
2302500000,SCTA08,-
2302500000,SCTS18,-
2302500000,SCTF028,-
2302500000,SCF90,-
2302500000,ENVL20,0.50%
2303100000,ID-01,0.00%
2303100000,ASD05,-
2303100000,GCT 06,15%
2303100000,EXC023,-
2303100000,SCTA08,-
2303100000,SCTS18,-
2303100000,SCTF028,-
2303100000,SCF90,-
2303100000,ENVL20,0.50%
2303200000,ID-01,0.00%
2303200000,ASD05,-
2303200000,GCT 06,15%
2303200000,EXC023,-
2303200000,SCTA08,-
2303200000,SCTS18,-
2303200000,SCTF028,-
2303200000,SCF90,-
2303200000,ENVL20,0.50%
2303300000,ID-01,0.00%
2303300000,ASD05,-
2303300000,GCT 06,15%
2303300000,EXC023,-
2303300000,SCTA08,-
2303300000,SCTS18,-
2303300000,SCTF028,-
2303300000,SCF90,-
2303300000,ENVL20,0.50%
2304000000,ID-01,0.00%
2304000000,ASD05,-
2304000000,GCT 06,15%
2304000000,EXC023,-
2304000000,SCTA08,-
2304000000,SCTS18,-
2304000000,SCTF028,-
2304000000,SCF90,-
2304000000,ENVL20,0.50%
2305000000,ID-01,0.00%
2305000000,ASD05,-
2305000000,GCT 06,15%
2305000000,EXC023,-
2305000000,SCTA08,-
2305000000,SCTS18,-
2305000000,SCTF028,-
2305000000,SCF90,-
2305000000,ENVL20,0.50%
2306100000,ID-01,0.00%
2306100000,ASD05,-
2306100000,GCT 06,15%
2306100000,EXC023,-
2306100000,SCTA08,-
2306100000,SCTS18,-
2306100000,SCTF028,-
2306100000,SCF90,-
2306100000,ENVL20,0.50%
2306200000,ID-01,0.00%
2306200000,ASD05,-
2306200000,GCT 06,15%
2306200000,EXC023,-
2306200000,SCTA08,-
2306200000,SCTS18,-
2306200000,SCTF028,-
2306200000,SCF90,-
2306200000,ENVL20,0.50%
2306300000,ID-01,0.00%
2306300000,ASD05,-
2306300000,GCT 06,15%
2306300000,EXC023,-
2306300000,SCTA08,-
2306300000,SCTS18,-
2306300000,SCTF028,-
2306300000,SCF90,-
2306300000,ENVL20,0.50%
2306410000,ID-01,0.00%
2306410000,ASD05,-
2306410000,GCT 06,15%
2306410000,EXC023,-
2306410000,SCTA08,-
2306410000,SCTS18,-
2306410000,SCTF028,-
2306410000,SCF90,-
2306410000,ENVL20,0.50%
2306490000,ID-01,0.00%
2306490000,ASD05,-
2306490000,GCT 06,15%
2306490000,EXC023,-
2306490000,SCTA08,-
2306490000,SCTS18,-
2306490000,SCTF028,-
2306490000,SCF90,-
2306490000,ENVL20,0.50%
2306500000,ID-01,15.00%
2306500000,ASD05,-
2306500000,GCT 06,15%
2306500000,EXC023,-
2306500000,SCTA08,-
2306500000,SCTS18,-
2306500000,SCTF028,-
2306500000,SCF90,-
2306500000,ENVL20,0.50%
2306600000,ID-01,0.00%
2306600000,ASD05,-
2306600000,GCT 06,15%
2306600000,EXC023,-
2306600000,SCTA08,-
2306600000,SCTS18,-
2306600000,SCTF028,-
2306600000,SCF90,-
2306600000,ENVL20,0.50%
2306900000,ID-01,0.00%
2306900000,ASD05,-
2306900000,GCT 06,15%
2306900000,EXC023,-
2306900000,SCTA08,-
2306900000,SCTS18,-
2306900000,SCTF028,-
2306900000,SCF90,-
2306900000,ENVL20,0.50%
2307000000,ID-01,0.00%
2307000000,ASD05,-
2307000000,GCT 06,15%
2307000000,EXC023,-
2307000000,SCTA08,-
2307000000,SCTS18,-
2307000000,SCTF028,-
2307000000,SCF90,-
2307000000,ENVL20,0.50%
2308000000,ID-01,0.00%
2308000000,ASD05,-
2308000000,GCT 06,15%
2308000000,EXC023,-
2308000000,SCTA08,-
2308000000,SCTS18,-
2308000000,SCTF028,-
2308000000,SCF90,-
2308000000,ENVL20,0.50%
2309100000,ID-01,20.00%
2309100000,ASD05,-
2309100000,GCT 06,15%
2309100000,EXC023,-
2309100000,SCTA08,-
2309100000,SCTS18,-
2309100000,SCTF028,-
2309100000,SCF90,0.30%
2309100000,ENVL20,0.50%
2309901000,ID-01,20.00%
2309901000,ASD05,-
2309901000,GCT 06,15%
2309901000,EXC023,-
2309901000,SCTA08,-
2309901000,SCTS18,-
2309901000,SCTF028,-
2309901000,SCF90,0.30%
2309901000,ENVL20,0.50%
2309902000,ID-01,20.00%
2309902000,ASD05,-
2309902000,GCT 06,15%
2309902000,EXC023,-
2309902000,SCTA08,-
2309902000,SCTS18,-
2309902000,SCTF028,-
2309902000,SCF90,0.30%
2309902000,ENVL20,0.50%
2309903000,ID-01,15.00%
2309903000,ASD05,-
2309903000,GCT 06,15%
2309903000,EXC023,-
2309903000,SCTA08,-
2309903000,SCTS18,-
2309903000,SCTF028,-
2309903000,SCF90,0.30%
2309903000,ENVL20,0.50%
2309904000,ID-01,15.00%
2309904000,ASD05,-
2309904000,GCT 06,15%
2309904000,EXC023,-
2309904000,SCTA08,-
2309904000,SCTS18,-
2309904000,SCTF028,-
2309904000,SCF90,0.30%
2309904000,ENVL20,0.50%
2309905000,ID-01,15.00%
2309905000,ASD05,-
2309905000,GCT 06,15%
2309905000,EXC023,-
2309905000,SCTA08,-
2309905000,SCTS18,-
2309905000,SCTF028,-
2309905000,SCF90,0.30%
2309905000,ENVL20,0.50%
2309906000,ID-01,15.00%
2309906000,ASD05,-
2309906000,GCT 06,15%
2309906000,EXC023,-
2309906000,SCTA08,-
2309906000,SCTS18,-
2309906000,SCTF028,-
2309906000,SCF90,0.30%
2309906000,ENVL20,0.50%
2309909000,ID-01,0.00%
2309909000,ASD05,-
2309909000,GCT 06,15%
2309909000,EXC023,-
2309909000,SCTA08,-
2309909000,SCTS18,-
2309909000,SCTF028,-
2309909000,SCF90,0.30%
2309909000,ENVL20,0.50%
2401100000,ID-01,5.00%
2401100000,ASD05,-
2401100000,GCT 06,15%
2401100000,EXC023,-
2401100000,SCTA08,-
2401100000,SCTS18,$1.05 per 0.7 grams/ stick
2401100000,SCTF028,-
2401100000,SCF90,-
2401100000,ENVL20,0.50%
2401200000,ID-01,5.00%
2401200000,ASD05,-
2401200000,GCT 06,15%
2401200000,EXC023,-
2401200000,SCTA08,-
2401200000,SCTS18,$1.05 per 0.7 grams/stick
2401200000,SCTF028,-
2401200000,SCF90,-
2401200000,ENVL20,0.50%
2401300000,ID-01,5.00%
2401300000,ASD05,-
2401300000,GCT 06,15%
2401300000,EXC023,-
2401300000,SCTA08,-
2401300000,SCTS18,$1.05 per 0.7 grams/stick
2401300000,SCTF028,-
2401300000,SCF90,-
2401300000,ENVL20,0.50%
2402100010,ID-01,40.00%
2402100010,GCT 06,15%
2402100010,SCTS18,$17 per stick
2402100010,SCTF028,-
2402100010,SCF90,0.30%
2402100010,ENVL20,0.50%
2402100020,ID-01,40.00%
2402100020,GCT 06,15%
2402100020,SCTS18,$17 per stick
2402100020,SCTF028,-
2402100020,SCF90,0.30%
2402100020,ENVL20,0.50%
2402200000,ID-01,40.00%
2402200000,ASD05,-
2402200000,GCT 06,15%
2402200000,EXC023,-
2402200000,SCTA08,-
2402200000,SCTS18,$17 per stick
2402200000,SCTF028,-
2402200000,SCF90,0.30%
2402200000,ENVL20,0.50%
2402900010,ID-01,40.00%
2402900010,ASD05,-
2402900010,GCT 06,15%
2402900010,EXC023,-
2402900010,SCTA08,-
2402900010,SCTS18,$17 per stick
2402900010,SCTF028,-
2402900010,SCF90,0.30%
2402900010,ENVL20,0.50%
2402900020,ID-01,40.00%
2402900020,ASD05,-
2402900020,GCT 06,15%
2402900020,SCTS18,$17 per stick
2402900020,SCTF028,-
2402900020,SCF90,0.30%
2402900020,ENVL20,0.50%
2402900090,ID-01,40.00%
2402900090,ASD05,-
2402900090,GCT 06,15%
2402900090,SCTS18,$17 per stick
2402900090,SCTF028,-
2402900090,SCF90,0.30%
2402900090,ENVL20,0.50%
2403110000,ID-01,40.00%
2403110000,ASD05,56.0000%
2403110000,GCT 06,15%
2403110000,EXC023,-
2403110000,SCTA08,12.00%
2403110000,SCTS18,-
2403110000,SCTF028,-
2403110000,SCF90,0.30%
2403110000,ENVL20,0.50%
2403190010,ID-01,40.00%
2403190010,ASD05,56.0000%
2403190010,GCT 06,15%
2403190010,EXC023,-
2403190010,SCTA08,12.00%
2403190010,SCTS18,-
2403190010,SCTF028,-
2403190010,SCF90,0.30%
2403190010,ENVL20,0.50%
2403190020,ID-01,40.00%
2403190020,ASD05,-
2403190020,GCT 06,15%
2403190020,EXC023,-
2403190020,SCTA08,12.00%
2403190020,SCTS18,-
2403190020,SCTF028,-
2403190020,SCF90,0.30%
2403190020,ENVL20,0.50%
2403910000,ID-01,40.00%
2403910000,ASD05,56.0000%
2403910000,GCT 06,15%
2403910000,EXC023,-
2403910000,SCTA08,12.00%
2403910000,SCTS18,-
2403910000,SCTF028,-
2403910000,SCF90,0.30%
2403910000,ENVL20,0.50%
2403991000,No data,No data
2403991010,ID-01,40.00%
2403991010,ASD05,56.0000%
2403991010,GCT 06,15%
2403991010,EXC023,-
2403991010,SCTA08,12.00%
2403991010,SCTS18,-
2403991010,SCTF028,-
2403991010,SCF90,0.30%
2403991010,ENVL20,0.50%
2403991020,ID-01,40.00%
2403991020,ASD05,-
2403991020,GCT 06,15%
2403991020,EXC023,-
2403991020,SCTA08,12.00%
2403991020,SCTS18,-
